"A","9960","null","null","AU)QADO/STOMON","REG","7","121d493b:109f09dc6d0:-79d6121d49","3219b6ce:10a1e0122f3:-7ffd3219b6","0","0","AU)QADO/STOMOJ","null","null","P",
"O","470","null","null","O(PLOFO/RON","REG","7","121d493b:109f09dc6d0:-7dda121d49","3219b6ce:10a1e0122f3:-7ffd3219b6","0","0","O(PLOFO/ROJ","null","null","P",
"F","100","null","null","FILAPECQH=MON","REG","2","66af11b4:109fb0b50e9:-7f0666af11","3219b6ce:10a1e0122f3:-7ff83219b6","0","0","FILAPECQH/MWN","FILAPECQH/MONOJ","null","P",
"F","510","null","null","FILOPAI/GMON","REG","2","66af11b4:109fb0b50e9:-7f0a66af11","3219b6ce:10a1e0122f3:-7ff83219b6","0","0","FILOPAI/GMWN","FILOPAI/GMONOJ","null","P",
"F","540","null","null","FILO/PRWTON","REG","7","121d493b:109f09dc6d0:-7d52121d49","3219b6ce:10a1e0122f3:-7ffd3219b6","0","0","FILO/PRWTOJ","null","null","P",
"F","360","null","null","FILO/QHRON","REG","7","121d493b:109f09dc6d0:-7d42121d49","3219b6ce:10a1e0122f3:-7ffd3219b6","0","0","FILO/QHROJ","null","null","P",
"F","590","null","null","FILO/TECNON","REG","7","121d493b:109f09dc6d0:-7d56121d49","3219b6ce:10a1e0122f3:-7ffd3219b6","0","0","FILO/TECNOJ","null","null","P",
"F","220","null","null","FILH/DONON","REG","7","66af11b4:109fb0b50e9:-7f0c66af11","3219b6ce:10a1e0122f3:-7ffd3219b6","0","0","FILH/DONOJ","null","null","P",
"F","490","null","null","FILO/MHRON","REG","7","121d493b:109f09dc6d0:-7d5c121d49","3219b6ce:10a1e0122f3:-7ffd3219b6","0","0","FILO/MHROJ","null","null","P",
"O","460","O(PLI_TIKO/J","O(PLI_TIKH/","O(PLI_TIKO/N","REG","8","121d493b:109f09dc6d0:-789c121d49","3219b6ce:10a1e0122f3:-7fff3219b6","0","0","null","null","null","P",
"F","320","null","null","FILO/DIKON","REG","7","121d493b:109f09dc6d0:-7d3e121d49","3219b6ce:10a1e0122f3:-7ffd3219b6","0","0","FILO/DIKOJ","null","null","P",
"F","620","null","null","FILO/YOGON","REG","7","121d493b:109f09dc6d0:-7d50121d49","3219b6ce:10a1e0122f3:-7ffd3219b6","0","0","FILO/YOGOJ","null","null","P",
"F","570","null","null","FILO/SI+TON","REG","7","121d493b:109f09dc6d0:-7d4c121d49","3219b6ce:10a1e0122f3:-7ffd3219b6","0","0","FILO/SI+TOJ","null","null","P",
"F","90","null","null","FILA/OIDON","REG","7","121d493b:109f09dc6d0:-7d32121d49","3219b6ce:10a1e0122f3:-7ffd3219b6","0","0","FILA/OIDOJ","null","null","P",
"F","190","null","null","FILE/RI_QON","REG","7","121d493b:109f09dc6d0:-7d20121d49","3219b6ce:10a1e0122f3:-7ffd3219b6","0","0","FILE/RI_QOJ","null","null","P",
"F","460","null","null","FILO/LOGON","REG","7","121d493b:109f09dc6d0:-7d30121d49","3219b6ce:10a1e0122f3:-7ffd3219b6","0","0","FILO/LOGOJ","null","null","P",
"F","380","null","null","FILOIKODO/MON","REG","7","121d493b:109f09dc6d0:-7d4e121d49","3219b6ce:10a1e0122f3:-7ffd3219b6","0","0","FILOIKODO/MOJ","null","null","P",
"F","730","FOINIKOU=J","FOINIKH=","FOINIKOU=N","REG","10","-d54607b:108ba1d0736:-7fec-d5460","3219b6ce:10a1e0122f3:-7ffe3219b6","0","0","null","null","null","P",
"F","420","null","null","FILOKI/NDU_NON","REG","7","121d493b:109f09dc6d0:-7d4a121d49","3219b6ce:10a1e0122f3:-7ffd3219b6","0","0","FILOKI/NDU_NOJ","null","null","P",
"F","440","null","null","FILO/KUBON","REG","7","121d493b:109f09dc6d0:-7d48121d49","3219b6ce:10a1e0122f3:-7ffd3219b6","0","0","FILO/KUBOJ","null","null","P",
"N","70","null","null","NEO/GAMON","REG","7","121d493b:109f09dc6d0:-7c40121d49","3219b6ce:10a1e0122f3:-7ffd3219b6","0","0","NEO/GAMOJ","null","null","P",
"F","30","FAU=LOJ","FAU/LH","FAU=LON","REG","8","-e3526ff:1086ded473c:-7feb-e3526","3219b6ce:10a1e0122f3:-7fff3219b6","0","0","null","null","null","P",
"C","530","null","null","CRU_SOPTERON","REG","7","121d493b:109f09dc6d0:-7ae6121d49","3219b6ce:10a1e0122f3:-7ffd3219b6","0","0","CRU_SOPTEROJ","null","null","P",
